Field ID,Label,Kind,Declared type,Declared format,Data types actually seen,JSON path,Contract path,Repeats?,Read-only?,Filled on long-term (count),Filled on long-term (%),Filled on short-term (count),Filled on short-term (%),Distinct values,Min,25th percentile,Median,75th percentile,Max,First filled at milestone,In legacy catalog?,Sample values withheld because
POPT.X134,Section 1100 Line 1109 POC and PTC BorPaidAmt,standard,Decimal,DECIMAL_2,int x77 | float x6,$.closingCost.gfe2010.gfe2010Fees[?(@.gfe2010FeeParentType == 'POCPTC1100' && @.gfe2010FeeIndex == '10')].borPaidAmount,loan.closingCost.gfe2010.gfe2010Fees[(gfe2010FeeParentType == 'POCPTC1100' && gfe2010FeeIndex == '10')].borPaidAmount,no,no,78,15.9,5,2,48,5,100,250,1038.625,6285,Investor Delivery,no,identifying-or-high-cardinality
POPT.X135,Section 1100 Line 1110 POC and PTC BorPaidAmt,standard,Decimal,DECIMAL_2,int x49 | float x2,$.closingCost.gfe2010.gfe2010Fees[?(@.gfe2010FeeParentType == 'POCPTC1100' && @.gfe2010FeeIndex == '11')].borPaidAmount,loan.closingCost.gfe2010.gfe2010Fees[(gfe2010FeeParentType == 'POCPTC1100' && gfe2010FeeIndex == '11')].borPaidAmount,no,no,48,9.8,3,1.2,33,5,150,180,1050,2400,Purchasing Conditions,no,identifying-or-high-cardinality
POPT.X136,Section 1100 Line 1111 POC and PTC BorPaidAmt,standard,Decimal,DECIMAL_2,int x30 | float x2,$.closingCost.gfe2010.gfe2010Fees[?(@.gfe2010FeeParentType == 'POCPTC1100' && @.gfe2010FeeIndex == '12')].borPaidAmount,loan.closingCost.gfe2010.gfe2010Fees[(gfe2010FeeParentType == 'POCPTC1100' && gfe2010FeeIndex == '12')].borPaidAmount,no,no,30,6.1,2,0.8,29,3,240.25,544.5,1145.25,2813,Purchasing Conditions,no,identifying-or-high-cardinality
POPT.X137,Section 1100 Line 1112 POC and PTC BorPaidAmt,standard,Decimal,DECIMAL_2,int x10 | float x2,$.closingCost.gfe2010.gfe2010Fees[?(@.gfe2010FeeParentType == 'POCPTC1100' && @.gfe2010FeeIndex == '13')].borPaidAmount,loan.closingCost.gfe2010.gfe2010Fees[(gfe2010FeeParentType == 'POCPTC1100' && gfe2010FeeIndex == '13')].borPaidAmount,no,no,11,2.2,1,0.4,11,13.5,133.75,387.5,650,1503.25,Purchasing Conditions,no,
POPT.X138,Section 1100 Line 1113 POC and PTC BorPaidAmt,standard,Decimal,DECIMAL_2,int x7,$.closingCost.gfe2010.gfe2010Fees[?(@.gfe2010FeeParentType == 'POCPTC1100' && @.gfe2010FeeIndex == '14')].borPaidAmount,loan.closingCost.gfe2010.gfe2010Fees[(gfe2010FeeParentType == 'POCPTC1100' && gfe2010FeeIndex == '14')].borPaidAmount,no,no,6,1.2,1,0.4,7,60,75,215,500,1366,,no,
POPT.X139,Section 1100 Line 1114 POC and PTC BorPaidAmt,standard,Decimal,DECIMAL_2,int x3,$.closingCost.gfe2010.gfe2010Fees[?(@.gfe2010FeeParentType == 'POCPTC1100' && @.gfe2010FeeIndex == '15')].borPaidAmount,loan.closingCost.gfe2010.gfe2010Fees[(gfe2010FeeParentType == 'POCPTC1100' && gfe2010FeeIndex == '15')].borPaidAmount,no,no,3,0.6,0,0,3,25,25,35,725,725,,no,
POPT.X140,Section 1200 Line 1202 POC and PTC BorPaidAmt,standard,Decimal,DECIMAL_2,int x159 | float x18,$.closingCost.gfe2010.gfe2010Fees[?(@.gfe2010FeeParentType == 'POCPTC1200' && @.gfe2010FeeIndex == '1')].borPaidAmount,loan.closingCost.gfe2010.gfe2010Fees[(gfe2010FeeParentType == 'POCPTC1200' && gfe2010FeeIndex == '1')].borPaidAmount,no,no,173,35.3,2,0.8,78,165,253.75,329,400,500,Docs Out,no,identifying-or-high-cardinality
POPT.X141,Section 1200 Line 1203 POC and PTC BorPaidAmt,standard,Decimal,DECIMAL_2,int x6 | float x5,$.closingCost.gfe2010.gfe2010Fees[?(@.gfe2010FeeParentType == 'POCPTC1200' && @.gfe2010FeeIndex == '2')].borPaidAmount,loan.closingCost.gfe2010.gfe2010Fees[(gfe2010FeeParentType == 'POCPTC1200' && gfe2010FeeIndex == '2')].borPaidAmount,no,no,11,2.2,0,0,11,950,2490,5170,8257.5,8968.6,Purchasing Conditions,no,
POPT.X142,Section 1200 Line 1204 POC and PTC BorPaidAmt,standard,Decimal,DECIMAL_2,int x2 | float x1,$.closingCost.gfe2010.gfe2010Fees[?(@.gfe2010FeeParentType == 'POCPTC1200' && @.gfe2010FeeIndex == '3')].borPaidAmount,loan.closingCost.gfe2010.gfe2010Fees[(gfe2010FeeParentType == 'POCPTC1200' && gfe2010FeeIndex == '3')].borPaidAmount,no,no,3,0.6,0,0,3,10,10,2250,3177.9,3177.9,,no,
POPT.X143,Section 1200 Line 1205 POC and PTC BorPaidAmt,standard,Decimal,DECIMAL_2,int x6 | float x2,$.closingCost.gfe2010.gfe2010Fees[?(@.gfe2010FeeParentType == 'POCPTC1200' && @.gfe2010FeeIndex == '4')].borPaidAmount,loan.closingCost.gfe2010.gfe2010Fees[(gfe2010FeeParentType == 'POCPTC1200' && gfe2010FeeIndex == '4')].borPaidAmount,no,no,8,1.6,0,0,8,452.3,1124.5,2678.45,8456.25,9980,Purchasing Conditions,no,
POPT.X144,Section 1200 Line 1206 POC and PTC BorPaidAmt,standard,Decimal,DECIMAL_2,int x27 | float x9,$.closingCost.gfe2010.gfe2010Fees[?(@.gfe2010FeeParentType == 'POCPTC1200' && @.gfe2010FeeIndex == '5')].borPaidAmount,loan.closingCost.gfe2010.gfe2010Fees[(gfe2010FeeParentType == 'POCPTC1200' && gfe2010FeeIndex == '5')].borPaidAmount,no,no,33,6.7,2,0.8,33,4.75,60.75,926.25,2062.5,23225.1,Purchasing Conditions,no,identifying-or-high-cardinality
POPT.X145,Section 1200 Line 1207 POC and PTC BorPaidAmt,standard,Decimal,DECIMAL_2,int x9 | float x2,$.closingCost.gfe2010.gfe2010Fees[?(@.gfe2010FeeParentType == 'POCPTC1200' && @.gfe2010FeeIndex == '6')].borPaidAmount,loan.closingCost.gfe2010.gfe2010Fees[(gfe2010FeeParentType == 'POCPTC1200' && gfe2010FeeIndex == '6')].borPaidAmount,no,no,11,2.2,0,0,11,9.5,175,475,800,1350,Purchasing Conditions,no,
POPT.X146,Section 1200 Line 1208 POC and PTC BorPaidAmt,standard,Decimal,DECIMAL_2,int x2,$.closingCost.gfe2010.gfe2010Fees[?(@.gfe2010FeeParentType == 'POCPTC1200' && @.gfe2010FeeIndex == '7')].borPaidAmount,loan.closingCost.gfe2010.gfe2010Fees[(gfe2010FeeParentType == 'POCPTC1200' && gfe2010FeeIndex == '7')].borPaidAmount,no,no,2,0.4,0,0,2,,,,,,,no,
POPT.X147,Section 1300 Line 1302 POC and PTC BorPaidAmt,standard,Decimal,DECIMAL_2,float x79 | int x58,$.closingCost.gfe2010.gfe2010Fees[?(@.gfe2010FeeParentType == 'POCPTC1300' && @.gfe2010FeeIndex == '1')].borPaidAmount,loan.closingCost.gfe2010.gfe2010Fees[(gfe2010FeeParentType == 'POCPTC1300' && gfe2010FeeIndex == '1')].borPaidAmount,no,no,132,26.9,5,2,128,74.29,246.6725,519.39,2131.6,437564.6,Docs Out,no,identifying-or-high-cardinality
POPT.X148,Section 1300 Line 1303 POC and PTC BorPaidAmt,standard,Decimal,DECIMAL_2,float x54 | int x39,$.closingCost.gfe2010.gfe2010Fees[?(@.gfe2010FeeParentType == 'POCPTC1300' && @.gfe2010FeeIndex == '2')].borPaidAmount,loan.closingCost.gfe2010.gfe2010Fees[(gfe2010FeeParentType == 'POCPTC1300' && gfe2010FeeIndex == '2')].borPaidAmount,no,no,90,18.4,3,1.2,82,10,202.5,291.24,500,7004.37,Investor Delivery,no,identifying-or-high-cardinality
POPT.X149,Section 1300 Line 1304 POC and PTC BorPaidAmt,standard,Decimal,DECIMAL_2,float x34 | int x30,$.closingCost.gfe2010.gfe2010Fees[?(@.gfe2010FeeParentType == 'POCPTC1300' && @.gfe2010FeeIndex == '3')].borPaidAmount,loan.closingCost.gfe2010.gfe2010Fees[(gfe2010FeeParentType == 'POCPTC1300' && gfe2010FeeIndex == '3')].borPaidAmount,no,no,64,13.1,0,0,60,29.31,210,500,1237.265,4331.25,Investor Delivery,no,identifying-or-high-cardinality
POPT.X150,Section 1300 Line 1305 POC and PTC BorPaidAmt,standard,Decimal,DECIMAL_2,float x18 | int x15,$.closingCost.gfe2010.gfe2010Fees[?(@.gfe2010FeeParentType == 'POCPTC1300' && @.gfe2010FeeIndex == '4')].borPaidAmount,loan.closingCost.gfe2010.gfe2010Fees[(gfe2010FeeParentType == 'POCPTC1300' && gfe2010FeeIndex == '4')].borPaidAmount,no,no,33,6.7,0,0,32,50,253.89,507.96,1211.5,8315.46,Purchasing Conditions,no,identifying-or-high-cardinality
POPT.X151,Section 1300 Line 1306 POC and PTC BorPaidAmt,standard,Decimal,DECIMAL_2,int x10 | float x8,$.closingCost.gfe2010.gfe2010Fees[?(@.gfe2010FeeParentType == 'POCPTC1300' && @.gfe2010FeeIndex == '5')].borPaidAmount,loan.closingCost.gfe2010.gfe2010Fees[(gfe2010FeeParentType == 'POCPTC1300' && gfe2010FeeIndex == '5')].borPaidAmount,no,no,18,3.7,0,0,18,18,289.95,509.995,1644.4875,4511.55,Purchasing Conditions,no,
POPT.X152,Section 1300 Line 1307 POC and PTC BorPaidAmt,standard,Decimal,DECIMAL_2,int x7 | float x2,$.closingCost.gfe2010.gfe2010Fees[?(@.gfe2010FeeParentType == 'POCPTC1300' && @.gfe2010FeeIndex == '6')].borPaidAmount,loan.closingCost.gfe2010.gfe2010Fees[(gfe2010FeeParentType == 'POCPTC1300' && gfe2010FeeIndex == '6')].borPaidAmount,no,no,9,1.8,0,0,9,5,42.5,350,1181.7,1988.52,Purchasing Conditions,no,
POPT.X153,Section 1300 Line 1308 POC and PTC BorPaidAmt,standard,Decimal,DECIMAL_2,int x2 | float x1,$.closingCost.gfe2010.gfe2010Fees[?(@.gfe2010FeeParentType == 'POCPTC1300' && @.gfe2010FeeIndex == '7')].borPaidAmount,loan.closingCost.gfe2010.gfe2010Fees[(gfe2010FeeParentType == 'POCPTC1300' && gfe2010FeeIndex == '7')].borPaidAmount,no,no,3,0.6,0,0,3,69.77,69.77,295,2500,2500,,no,
POPT.X154,Section 1300 Line 1309 POC and PTC BorPaidAmt,standard,Decimal,DECIMAL_2,int x3 | float x1,$.closingCost.gfe2010.gfe2010Fees[?(@.gfe2010FeeParentType == 'POCPTC1300' && @.gfe2010FeeIndex == '8')].borPaidAmount,loan.closingCost.gfe2010.gfe2010Fees[(gfe2010FeeParentType == 'POCPTC1300' && gfe2010FeeIndex == '8')].borPaidAmount,no,no,4,0.8,0,0,4,102,112.6,147.2,1200,1550,,no,
POPT.X155,Section 1300 Line 1310 POC and PTC BorPaidAmt,standard,Decimal,DECIMAL_2,int x2,$.closingCost.gfe2010.gfe2010Fees[?(@.gfe2010FeeParentType == 'POCPTC1300' && @.gfe2010FeeIndex == '9')].borPaidAmount,loan.closingCost.gfe2010.gfe2010Fees[(gfe2010FeeParentType == 'POCPTC1300' && gfe2010FeeIndex == '9')].borPaidAmount,no,no,2,0.4,0,0,2,,,,,,,no,
POPT.X156,Section 1300 Line 1311 POC and PTC BorPaidAmt,standard,Decimal,DECIMAL_2,float x1 | int x1,$.closingCost.gfe2010.gfe2010Fees[?(@.gfe2010FeeParentType == 'POCPTC1300' && @.gfe2010FeeIndex == '10')].borPaidAmount,loan.closingCost.gfe2010.gfe2010Fees[(gfe2010FeeParentType == 'POCPTC1300' && gfe2010FeeIndex == '10')].borPaidAmount,no,no,2,0.4,0,0,2,,,,,,,no,
POPT.X239,Section 800 Line 802 Component Fee POC and PTC Bor Paid Amt 1,standard,Decimal,DECIMAL_2,float x7 | int x2,$.closingCost.gfe2010.gfe2010Fees[?(@.gfe2010FeeParentType == 'POCPTC802Component' && @.gfe2010FeeIndex == '1')].borPaidAmount,loan.closingCost.gfe2010.gfe2010Fees[(gfe2010FeeParentType == 'POCPTC802Component' && gfe2010FeeIndex == '1')].borPaidAmount,no,no,9,1.8,0,0,9,220.31,356.065,984.38,2398.44,6600,Purchasing Conditions,no,
POPT.X240,Section 800 Line 802 Component Fee POC and PTC Bor Paid Amt 2,standard,Decimal,DECIMAL_2,float x7 | int x1,$.closingCost.gfe2010.gfe2010Fees[?(@.gfe2010FeeParentType == 'POCPTC802Component' && @.gfe2010FeeIndex == '2')].borPaidAmount,loan.closingCost.gfe2010.gfe2010Fees[(gfe2010FeeParentType == 'POCPTC802Component' && gfe2010FeeIndex == '2')].borPaidAmount,no,no,8,1.6,0,0,8,637.5,787.5,1216.875,1650,1730.63,Purchasing Conditions,no,
PREQUAL.X245,Loan Comp Monthly Pymt Svgs/Mo,standard,Int,INTEGER,int x667,$.prequalification.monthlySavings,loan.prequalification.monthlySavings,no,yes,450,91.8,201,80.1,606,-3806,-2317.5,-1516,-1018,475,Started,no,identifying-or-high-cardinality
PREQUAL.X247,Debt Con Total Pymt Svgs/Mo,standard,Int,INTEGER,int x691,$.prequalification.totalLoanSavings,loan.prequalification.totalLoanSavings,no,yes,450,91.8,223,88.8,650,-1401146,-901653,-496638,-350246,-132734,Started,no,identifying-or-high-cardinality
PREQUAL.X248,Debt Con Total Paid Off Bal,standard,Int,INTEGER,int x216,$.prequalification.totalPaidOffBalance,loan.prequalification.totalPaidOffBalance,no,yes,198,40.4,18,7.2,190,58800,200000,318896,501788,845682,Started,no,identifying-or-high-cardinality
PREQUAL.X249,Debt Con Total Paid Off Mo Pymt,standard,Int,INTEGER,int x168,$.prequalification.totalPaidOffMonthly,loan.prequalification.totalPaidOffMonthly,no,yes,149,30.4,19,7.6,128,441,2618,4854,7489,25710,Started,no,identifying-or-high-cardinality
PREQUAL.X252,Debt Con Total Pymt,standard,Int,INTEGER,int x360,$.prequalification.totalLiabilityPayment,loan.prequalification.totalLiabilityPayment,no,yes,308,62.9,39,15.5,248,105,14283,1000166,3345593,14625961,Started,no,identifying-or-high-cardinality
PREQUAL.X253,Debt Con Total Paid Off Total Pymt,standard,Int,INTEGER,int x30,$.prequalification.totalLiabilityUnpaid,loan.prequalification.totalLiabilityUnpaid,no,yes,30,6.1,0,0,27,22494,277689,771400,1129159.5,1705214,Purchasing Conditions,no,identifying-or-high-cardinality
PREQUAL.X270,Prequal Payoff Mtgs,standard,Decimal,DECIMAL_2,float x105 | int x86,$.prequalification.prequalificationScenarios[?(@.prequalificationScenarioIndex == 1)].totalPaidOffMortgage,loan.prequalification.prequalificationScenarios[(prequalificationScenarioIndex == 1)].totalPaidOffMortgage,no,no,187,38.2,4,1.6,166,55836,268008.75,454109.08,671268.4325,2198803.26,Started,no,identifying-or-high-cardinality
PREQUAL.X271,Prequal Other Payoffs,standard,Decimal,DECIMAL_2,float x2 | int x2,$.prequalification.prequalificationScenarios[?(@.prequalificationScenarioIndex == 1)].totalPaidOffOthers,loan.prequalification.prequalificationScenarios[(prequalificationScenarioIndex == 1)].totalPaidOffOthers,no,no,4,0.8,0,0,4,237.86,442.2575,65527.725,137500,140000,,no,
PREQUAL.X272,Prequal Base Cost,standard,Decimal,DECIMAL_2,int x261 | float x133,$.prequalification.prequalificationScenarios[?(@.prequalificationScenarioIndex == 1)].totalBaseCost,loan.prequalification.prequalificationScenarios[(prequalificationScenarioIndex == 1)].totalBaseCost,no,no,281,57.3,104,41.4,309,120000,260000,350000,450000,1250000,Started,no,identifying-or-high-cardinality
PREQUAL.X274,Prequal Qualification Status,standard,String,STRING,str x772,$.prequalification.qualificationStatus,loan.prequalification.qualificationStatus,no,yes,490,100,251,100,1,,,,,,Started,no,
PREQUAL.X275,Prequal Cash Left,standard,Decimal,DECIMAL_2,float x258 | int x89,$.prequalification.prequalificationScenarios[?(@.prequalificationScenarioIndex == 1)].totalCashLeft,loan.prequalification.prequalificationScenarios[(prequalificationScenarioIndex == 1)].totalCashLeft,no,yes,294,60,43,17.1,332,5566.08,63212.03,176885.06,450850,600000,Started,no,identifying-or-high-cardinality
PREQUAL.X294,Prequal Total Other Expenses,standard,Decimal,DECIMAL_2,float x288 | int x220,$.prequalification.totalOtherExpenses,loan.prequalification.totalOtherExpenses,no,yes,376,76.7,115,45.8,430,25,85,895,2450,40162.8,Started,no,identifying-or-high-cardinality
PREQUAL.X303,Prequal Qualification Status Scenario 2,standard,String,STRING,str x762,$.prequalification.prequalificationScenarios[?(@.prequalificationScenarioIndex == 2)].currentStatus,loan.prequalification.prequalificationScenarios[(prequalificationScenarioIndex == 2)].currentStatus,no,yes,490,100,251,100,1,,,,,,Started,no,
PREQUAL.X304,Prequal Qualification Status Scenario 3,standard,String,STRING,str x762,$.prequalification.prequalificationScenarios[?(@.prequalificationScenarioIndex == 3)].currentStatus,loan.prequalification.prequalificationScenarios[(prequalificationScenarioIndex == 3)].currentStatus,no,yes,490,100,251,100,1,,,,,,Started,no,
PREQUAL.X315,Prequal Within Limits 9,standard,String,STRING,str x42,$.prequalification.withinLimits9,loan.prequalification.withinLimits9,no,yes,39,8,0,0,2,,,,,,Purchasing Conditions,no,
PREQUAL.X316,Rent/Own Favorable Option,standard,String,STRING,str x762,$.prequalification.favorableOption,loan.prequalification.favorableOption,no,yes,490,100,251,100,2,,,,,,Started,no,
PREQUAL.X317,Rent/Own Average Mo Pymt Savings,standard,Decimal,DECIMAL_2,float x641 | int x33,$.prequalification.avgMoPmtSavings,loan.prequalification.avgMoPmtSavings,no,yes,452,92.2,202,80.5,657,915.63,1419.42,2288.82,3784.395,8087.9,Started,no,identifying-or-high-cardinality
PREQUAL.X318,Rent/Own Total Gain Over Years,standard,Decimal,DECIMAL_2,float x617 | int x79,$.prequalification.totalGain,loan.prequalification.totalGain,no,yes,453,92.4,221,88,676,915.63,2060.33,104919.17,275352.475,910000,Started,no,identifying-or-high-cardinality
PREQUAL.X320,Rent/Own Rent Before Tax Mo Pymt,standard,Decimal,DECIMAL_2,int x2,$.prequalification.beforeTaxRentMoPmt,loan.prequalification.beforeTaxRentMoPmt,no,yes,2,0.4,0,0,2,,,,,,,no,
PREQUAL.X321,Rent/Own Own Before Tax Mo Pymt,standard,Decimal,DECIMAL_2,float x641 | int x33,$.prequalification.beforeTaxOwnMoPmt,loan.prequalification.beforeTaxOwnMoPmt,no,yes,452,92.2,202,80.5,657,915.63,1419.42,2288.82,3784.395,8087.9,Started,no,identifying-or-high-cardinality
PREQUAL.X323,Rent/Own Rent Total Pymt Over Years,standard,Decimal,DECIMAL_2,int x2,$.prequalification.totalRentPmtOverYears,loan.prequalification.totalRentPmtOverYears,no,yes,2,0.4,0,0,2,,,,,,,no,
PREQUAL.X324,Rent/Own Own Total Pymt Over Years,standard,Decimal,DECIMAL_2,float x641 | int x33,$.prequalification.totalOwnPmtOverYears,loan.prequalification.totalOwnPmtOverYears,no,yes,452,92.2,202,80.5,657,915.63,1419.42,2288.82,3784.395,8087.9,Started,no,identifying-or-high-cardinality
PREQUAL.X326,Rent/Own Rent Average After Tax Mo Pymt,standard,Decimal,DECIMAL_2,int x2,$.prequalification.afterTaxRentMoSavings,loan.prequalification.afterTaxRentMoSavings,no,yes,2,0.4,0,0,2,,,,,,,no,
PREQUAL.X327,Rent/Own Own Average After Tax Mo Pymt,standard,Decimal,DECIMAL_2,float x641 | int x33,$.prequalification.afterTaxOwnMoSavings,loan.prequalification.afterTaxOwnMoSavings,no,yes,452,92.2,202,80.5,657,915.63,1419.42,2288.82,3784.395,8087.9,Started,no,identifying-or-high-cardinality
PREQUAL.X328,Rent/Own Home Sellings Price After Years,standard,Decimal,DECIMAL_2,int x329 | float x1,$.prequalification.homeSellingPriceAfterYears,loan.prequalification.homeSellingPriceAfterYears,no,yes,111,22.7,208,82.9,202,95000,260000,350000,465000,1250000,Started,no,identifying-or-high-cardinality
PREQUAL.X329,Rent/Own Minus Loan Balance,standard,Decimal,DECIMAL_2,float x392 | int x247,$.prequalification.minusLoanBalance,loan.prequalification.minusLoanBalance,no,yes,424,86.5,199,79.3,581,86175.74,171415.7275,322500,424687.5,799391.27,Started,no,identifying-or-high-cardinality
PREQUAL.X330,Rent/Own Minus Down Pymt/Initial Closing Costs,standard,Decimal,DECIMAL_2,int x312 | float x1,$.prequalification.minusDownPmtAndClosingCosts,loan.prequalification.minusDownPmtAndClosingCosts,no,yes,108,22,194,77.3,268,-100000,-11746,42500,100000,250000,Started,no,identifying-or-high-cardinality
PREQUAL.X331,Rent/Own Investment Gain of Buying vs. Renting,standard,Decimal,DECIMAL_2,float x392 | int x84,$.prequalification.investmentGain,loan.prequalification.investmentGain,no,yes,421,85.9,35,13.9,441,-799391.27,-359858.12,-168604.71,74.26,910000,Started,no,identifying-or-high-cardinality
PREQUAL.X332,Rent/Own Total Pymt Savings,standard,Decimal,DECIMAL_2,float x641 | int x33,$.prequalification.totalPmtSavings,loan.prequalification.totalPmtSavings,no,yes,452,92.2,202,80.5,657,915.63,1419.42,2288.82,3784.395,8087.9,Started,no,identifying-or-high-cardinality
PREQUAL.X333,Rent/Own Combined Gain of Buying vs. Renting,standard,Decimal,DECIMAL_2,float x617 | int x79,$.prequalification.combinedGain,loan.prequalification.combinedGain,no,yes,453,92.4,221,88,676,-807479.17,-181280.25,-4623.49,-1863.5,910000,Started,no,identifying-or-high-cardinality
PTC.X12,Section 800 Line 802 PTC Indicator 12,standard,Boolean,YN,bool x1,$.closingCost.gfe2010.gfe2010Fees[?(@.gfe2010FeeParentType == 'PTC800' && @.gfe2010FeeIndex == '12')].pocPtcIndicator,loan.closingCost.gfe2010.gfe2010Fees[(gfe2010FeeParentType == 'PTC800' && gfe2010FeeIndex == '12')].pocPtcIndicator,no,no,1,0.2,0,0,1,,,,,,,no,
PTC.X90,Section 800 Line 802 PTC Amount 12,standard,Decimal,DECIMAL_2,float x1,$.closingCost.gfe2010.gfe2010Fees[?(@.gfe2010FeeParentType == 'PTC800' && @.gfe2010FeeIndex == '12')].amount,loan.closingCost.gfe2010.gfe2010Fees[(gfe2010FeeParentType == 'PTC800' && gfe2010FeeIndex == '12')].amount,no,no,1,0.2,0,0,1,,,,,,,no,
PTC.X168,Section 800 Line 802 PTC Paid By 12,standard,String,STRING,str x1,$.closingCost.gfe2010.gfe2010Fees[?(@.gfe2010FeeParentType == 'PTC800' && @.gfe2010FeeIndex == '12')].paidByType,loan.closingCost.gfe2010.gfe2010Fees[(gfe2010FeeParentType == 'PTC800' && gfe2010FeeIndex == '12')].paidByType,no,no,1,0.2,0,0,1,,,,,,,no,
QM.X23,ATR QM - Eligibility - Ability-to-Repay Loan Type,standard,String,STRING,str x527,$.atrqmCommon.atrLoanType,loan.atrqmCommon.atrLoanType,no,no,308,62.9,217,86.5,1,,,,,,Started,no,
QM.X25,ATR QM - Eligibility - Is Loan Eligible for Safe Harbor?,standard,String,STRING,str x527,$.atrqmCommon.isEligibleForSafeHarbor,loan.atrqmCommon.isEligibleForSafeHarbor,no,no,308,62.9,217,86.5,1,,,,,,Started,no,
QM.X26,ATR QM - Eligibility - General Ability-to-Repay - Status of Eligibility,standard,String,STRING,str x772,$.atrqmCommon.generalAtrStatusOverall,loan.atrqmCommon.generalAtrStatusOverall,no,no,490,100,251,100,1,,,,,,Started,no,
QM.X27,ATR QM - Eligibility - General Ability-to-Repay - Debt to Income Ratio,standard,String,STRING,str x772,$.atrqmCommon.generalAtrStatusDti,loan.atrqmCommon.generalAtrStatusDti,no,no,490,100,251,100,1,,,,,,Started,no,
QM.X28,ATR QM - Eligibility - General Ability-to-Repay - Residual Income,standard,String,STRING,str x772,$.atrqmCommon.generalAtrStatusResidualIncome,loan.atrqmCommon.generalAtrStatusResidualIncome,no,no,490,100,251,100,1,,,,,,Started,no,
QM.X29,ATR QM - Eligibility - General Ability-to-Repay - Covered Loan,standard,String,STRING,str x772,$.atrqmCommon.generalAtrStatusCoveredLoan,loan.atrqmCommon.generalAtrStatusCoveredLoan,no,no,490,100,251,100,1,,,,,,Started,no,
QM.X30,ATR QM - Eligibility - General Ability-to-Repay - Simultaneous Loan,standard,String,STRING,str x772,$.atrqmCommon.generalAtrStatusSimultaneousLoan,loan.atrqmCommon.generalAtrStatusSimultaneousLoan,no,no,490,100,251,100,1,,,,,,Started,no,
QM.X31,ATR QM - Eligibility - General Ability-to-Repay - Mtg. Related Obligations,standard,String,STRING,str x772,$.atrqmCommon.generalAtrStatusMtgRelatedObligations,loan.atrqmCommon.generalAtrStatusMtgRelatedObligations,no,no,490,100,251,100,1,,,,,,Started,no,
QM.X33,ATR QM - Eligibility - General Ability-to-Repay - Employment,standard,String,STRING,str x772,$.atrqmCommon.generalAtrStatusEmployment,loan.atrqmCommon.generalAtrStatusEmployment,no,no,490,100,251,100,1,,,,,,Started,no,
QM.X34,ATR QM - Eligibility - General Ability-to-Repay - Income,standard,String,STRING,str x772,$.atrqmCommon.generalAtrStatusIncome,loan.atrqmCommon.generalAtrStatusIncome,no,no,490,100,251,100,1,,,,,,Started,no,
QM.X35,ATR QM - Eligibility - General Ability-to-Repay - Assets,standard,String,STRING,str x772,$.atrqmCommon.generalAtrStatusAssets,loan.atrqmCommon.generalAtrStatusAssets,no,no,490,100,251,100,1,,,,,,Started,no,
QM.X36,ATR QM - Eligibility - General Ability-to-Repay - Debt Obligations,standard,String,STRING,str x772,$.atrqmCommon.generalAtrStatusDebtObligations,loan.atrqmCommon.generalAtrStatusDebtObligations,no,no,490,100,251,100,1,,,,,,Started,no,
QM.X37,ATR QM - Eligibility - General Ability-to-Repay - Alimony,standard,String,STRING,str x772,$.atrqmCommon.generalAtrStatusAlimony,loan.atrqmCommon.generalAtrStatusAlimony,no,no,490,100,251,100,1,,,,,,Started,no,
QM.X38,ATR QM - Eligibility - General Ability-to-Repay - Child Support,standard,String,STRING,str x772,$.atrqmCommon.generalAtrStatusChildSupport,loan.atrqmCommon.generalAtrStatusChildSupport,no,no,490,100,251,100,1,,,,,,Started,no,
QM.X39,ATR QM - Eligibility - General Ability-to-Repay - Credit History,standard,String,STRING,str x772,$.atrqmCommon.generalAtrStatusCreditHistory,loan.atrqmCommon.generalAtrStatusCreditHistory,no,no,490,100,251,100,1,,,,,,Started,no,
QM.X40,ATR QM - Eligibility - Standard Qualified Mortgage - Status of Eligibility,standard,String,STRING,str x772,$.atrqmCommon.standardQmStatusOverall,loan.atrqmCommon.standardQmStatusOverall,no,no,490,100,251,100,2,,,,,,Started,no,
QM.X41,ATR QM - Eligibility - Standard Qualified Mortgage - Loan Term,standard,String,STRING,str x772,$.atrqmCommon.standardQmStatusLoanTerm,loan.atrqmCommon.standardQmStatusLoanTerm,no,no,490,100,251,100,3,,,,,,Started,no,
QM.X42,ATR QM - Eligibility - Standard Qualified Mortgage - Interest Only,standard,String,STRING,str x772,$.atrqmCommon.standardQmStatusInterestOnly,loan.atrqmCommon.standardQmStatusInterestOnly,no,no,490,100,251,100,2,,,,,,Started,no,
QM.X43,ATR QM - Eligibility - Standard Qualified Mortgage - Negative Amortization,standard,String,STRING,str x772,$.atrqmCommon.standardQmStatusNegativeAmortization,loan.atrqmCommon.standardQmStatusNegativeAmortization,no,no,490,100,251,100,2,,,,,,Started,no,
QM.X44,ATR QM - Eligibility - Standard Qualified Mortgage - Balloon Payment,standard,String,STRING,str x772,$.atrqmCommon.standardQmStatusBalloonPayment,loan.atrqmCommon.standardQmStatusBalloonPayment,no,no,490,100,251,100,1,,,,,,Started,no,
QM.X45,ATR QM - Eligibility - Standard Qualified Mortgage - Prepayment Penalty,standard,String,STRING,str x772,$.atrqmCommon.standardQmStatusPrepaymentPenalty,loan.atrqmCommon.standardQmStatusPrepaymentPenalty,no,no,490,100,251,100,3,,,,,,Started,no,
